"CODICE";"CATEGORIA";"SOTTOCATEGORIA";"OPERAZIONE";"FREQ_DESCRIZIONE";"NORMATIVA";"COLONNA_C";"COLONNA_D";"QUANTITA";"NOTE"
"XX";"Elevatori";"Via A. Doria 52";"3 n.ro elevatori x Elevatori 6-10 piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"3";"REALE"
"02";"Elevatori";"Via Don Orione 2";"- n.ro elevatori x Elevatori 6-10 piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"-";"REALE"
"03";"Elevatori";"Via Farini 9";"1 n.ro elevatori x Elevatori 6-10 piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"1";"REALE"
"04";"Elevatori";"Via Rugabella 4/6";"2 n.ro elevatori x Elevatori 6-10 piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"2";"REALE"
"XX";"Elevatori";"Via A. Sassi 4";"- n.ro elevatori x Elevatori 6-10 piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"-";"REALE"
"05";"Elevatori";"Via Sassi 4 P.ssa Jolanda";"3 n.ro elevatori x Elevatori 6-10 piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"3";"REALE"
"XX";"Elevatori";"V.le Jenner 44";"- n.ro elevatori x Elevatori 6-10 piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"-";"REALE"
"08";"Elevatori";"Via Livigno 3";"- n.ro elevatori x Elevatori 6-10 piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"-";"REALE"
"09";"Elevatori";"Via Calvairate 1";"- n.ro elevatori x Elevatori 6-10 piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"-";"REALE"
"10";"Elevatori";"Via Polesine 6";"- n.ro elevatori x Elevatori 6-10 piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"-";"REALE"
"11b";"Elevatori";"Via Adriano 99 e 107";"- n.ro elevatori x Elevatori 6-10 piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"-";"REALE"
"12";"Elevatori";"POT Bollate";"- n.ro elevatori x Elevatori 6-10 piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"-";"REALE"
"XX";"Elevatori";"Legnano";"- n.ro elevatori x Elevatori 6-10 piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"-";"REALE"
"14";"Elevatori";"viale Piceno 60";"- n.ro elevatori x Elevatori 6-10 piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"-";"REALE"
"15";"Elevatori";"via Clericetti 22";"- n.ro elevatori x Elevatori 6-10 piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"-";"REALE"
"16";"Elevatori";"via Don Bosco 14";"- n.ro elevatori x Elevatori 6-10 piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"-";"REALE"
"17";"Elevatori";"via Fantoli 7";"- n.ro elevatori x Elevatori 6-10 piani (fino a 11 fermate)";"Periodica";"Normativa vigente";"72.2";"F1.01";"-";"REALE"
"XX";"Elevatori";"Via A. Doria 52";"- n.ro servoscala x Servoscala";"Periodica";"Normativa vigente";"73.1";"F1.02";"-";"REALE"
"02";"Elevatori";"Via Don Orione 2";"1 n.ro servoscala x Servoscala";"Periodica";"Normativa vigente";"73.1";"F1.02";"1";"REALE"
"03";"Elevatori";"Via Farini 9";"- n.ro servoscala x Servoscala";"Periodica";"Normativa vigente";"73.1";"F1.02";"-";"REALE"
"04";"Elevatori";"Via Rugabella 4/6";"- n.ro servoscala x Servoscala";"Periodica";"Normativa vigente";"73.1";"F1.02";"-";"REALE"
"XX";"Elevatori";"Via A. Sassi 4";"- n.ro servoscala x Servoscala";"Periodica";"Normativa vigente";"73.1";"F1.02";"-";"REALE"
"05";"Elevatori";"Via Sassi 4 P.ssa Jolanda";"- n.ro servoscala x Servoscala";"Periodica";"Normativa vigente";"73.1";"F1.02";"-";"REALE"
"XX";"Elevatori";"V.le Jenner 44";"- n.ro servoscala x Servoscala";"Periodica";"Normativa vigente";"73.1";"F1.02";"-";"REALE"
"08";"Elevatori";"Via Livigno 3";"- n.ro servoscala x Servoscala";"Periodica";"Normativa vigente";"73.1";"F1.02";"-";"REALE"
"09";"Elevatori";"Via Calvairate 1";"- n.ro servoscala x Servoscala";"Periodica";"Normativa vigente";"73.1";"F1.02";"-";"REALE"
"10";"Elevatori";"Via Polesine 6";"- n.ro servoscala x Servoscala";"Periodica";"Normativa vigente";"73.1";"F1.02";"-";"REALE"
"11b";"Elevatori";"Via Adriano 99 e 107";"- n.ro servoscala x Servoscala";"Periodica";"Normativa vigente";"73.1";"F1.02";"-";"REALE"
"12";"Elevatori";"POT Bollate";"- n.ro servoscala x Servoscala";"Periodica";"Normativa vigente";"73.1";"F1.02";"-";"REALE"
"XX";"Elevatori";"Legnano";"- n.ro servoscala x Servoscala";"Periodica";"Normativa vigente";"73.1";"F1.02";"-";"REALE"
"14";"Elevatori";"viale Piceno 60";"- n.ro servoscala x Servoscala";"Periodica";"Normativa vigente";"73.1";"F1.02";"-";"REALE"
"15";"Elevatori";"via Clericetti 22";"- n.ro servoscala x Servoscala";"Periodica";"Normativa vigente";"73.1";"F1.02";"-";"REALE"
"16";"Elevatori";"via Don Bosco 14";"- n.ro servoscala x Servoscala";"Periodica";"Normativa vigente";"73.1";"F1.02";"-";"REALE"
"17";"Elevatori";"via Fantoli 7";"- n.ro servoscala x Servoscala";"Periodica";"Normativa vigente";"73.1";"F1.02";"-";"REALE"
"XX";"Edile";"Via A. Doria 52";"1 n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"1";"REALE"
"02";"Edile";"Via Don Orione 2";"1 n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"1";"REALE"
"03";"Edile";"Via Farini 9";"- n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"-";"REALE"
"04";"Edile";"Via Rugabella 4/6";"2 n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"2";"REALE"
"XX";"Edile";"Via A. Sassi 4";"1 n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"1";"REALE"
"05";"Edile";"Via Sassi 4 P.ssa Jolanda";"2 n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"2";"REALE"
"XX";"Edile";"V.le Jenner 44";"- n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"-";"REALE"
"08";"Edile";"Via Livigno 3";"1 n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"1";"REALE"
"09";"Edile";"Via Calvairate 1";"- n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"-";"REALE"
"10";"Edile";"Via Polesine 6";"- n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"-";"REALE"
"11b";"Edile";"Via Adriano 99 e 107";"- n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"-";"REALE"
"12";"Edile";"POT Bollate";"- n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"-";"REALE"
"XX";"Edile";"Legnano";"- n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"-";"REALE"
"14";"Edile";"viale Piceno 60";"- n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"-";"REALE"
"15";"Edile";"via Clericetti 22";"ND n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"ND";"REALE"
"16";"Edile";"via Don Bosco 14";"- n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"-";"REALE"
"17";"Edile";"via Fantoli 7";"- n.ro impianti sollevamento acque chiare e nere x Pompe di sollevamento acque nere e chiare";"Periodica";"Normativa vigente";"76.1";"G1";"-";"REALE"
"XX";"Edile";"Via A. Doria 52";"1 n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"1";"REALE"
"02";"Edile";"Via Don Orione 2";"- n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"-";"REALE"
"03";"Edile";"Via Farini 9";"1 n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"1";"REALE"
"04";"Edile";"Via Rugabella 4/6";"1 n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"1";"REALE"
"XX";"Edile";"Via A. Sassi 4";"1 n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"1";"REALE"
"05";"Edile";"Via Sassi 4 P.ssa Jolanda";"1 n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"1";"REALE"
"XX";"Edile";"V.le Jenner 44";"1 n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"1";"REALE"
"08";"Edile";"Via Livigno 3";"- n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"-";"REALE"
"09";"Edile";"Via Calvairate 1";"- n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"-";"REALE"
"10";"Edile";"Via Polesine 6";"- n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"-";"REALE"
"11b";"Edile";"Via Adriano 99 e 107";"- n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"-";"REALE"
"12";"Edile";"POT Bollate";"- n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"-";"REALE"
"XX";"Edile";"Legnano";"- n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"-";"REALE"
"14";"Edile";"viale Piceno 60";"- n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"-";"REALE"
"15";"Edile";"via Clericetti 22";"- n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"-";"REALE"
"16";"Edile";"via Don Bosco 14";"- n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"-";"REALE"
"17";"Edile";"via Fantoli 7";"- n.ro cancelli e sbarre motorizzate x Cancelli e sbarre motorizzati";"Periodica";"Normativa vigente";"80.1";"G2.01.01";"-";"REALE"
"02";"Edile";"Via Don Orione 2";"2 n.ro porte automatiche x Porte automatiche e portoni sezionali";"Periodica";"Normativa vigente";"81.1";"G2.01.02";"2";"REALE"
"03";"Edile";"Via Farini 9";"1 n.ro porte automatiche x Porte automatiche e portoni sezionali";"Periodica";"Normativa vigente";"81.1";"G2.01.02";"1";"REALE"
"05";"Edile";"Via Sassi 4 P.ssa Jolanda";"1 n.ro porte automatiche x Porte automatiche e portoni sezionali";"Periodica";"Normativa vigente";"81.1";"G2.01.02";"1";"REALE"
"XX";"MANUTENZIONE";"Via A. Doria 52";"da richiedere se va fatta manutenzione anche a manichette  Contratto Comodato d’uso scad.31/10/26 o Fino a fine lavori PNRR x assistenza per sostituzione lampade al neon o led";"Periodica";"Normativa vigente";"";"";"da richiedere se va fatta manutenzione anche a manichette ";"REALE"
"02";"MANUTENZIONE";"Via Don Orione 2";"In fase di ristrutturazione per creazione Casa di Comunità Contratto Comodato d’uso scad.31/10/26 o Fino a fine lavori PNRR x assistenza per sostituzione lampade al neon o led";"Periodica";"Normativa vigente";"";"";"In fase di ristrutturazione per creazione Casa di Comunità";"REALE"
"10";"MANUTENZIONE";"Via Polesine 6";"Assistenza per conduzione teleriscaldamento Contratto Comodato d’uso scad.31/10/26 o Fino a fine lavori PNRR x assistenza per sostituzione lampade al neon o led";"Periodica";"Normativa vigente";"";"";"Assistenza per conduzione teleriscaldamento";"REALE"
"11b";"MANUTENZIONE";"Via Adriano 99 e 107";" regolazione Contratto Comodato d’uso scad.31/10/26 o Fino a fine lavori PNRR x assistenza per sostituzione lampade al neon o led";"Periodica";"Normativa vigente";"";"";" regolazione";"REALE"
"12";"MANUTENZIONE";"POT Bollate";" ecc. Contratto Comodato d’uso scad.31/10/26 o Fino a fine lavori PNRR x assistenza per sostituzione lampade al neon o led";"Periodica";"Normativa vigente";"";"";" ecc.";"REALE"
