CODICE;SOTTOCATEGORIA;CATEGORIA;OPERAZIONE;QUANTITA;FREQ_DESCRIZIONE;NORMATIVA;COLONNA_C;COLONNA_D;NOTE
XX;MECCANICI;Pompe Sollevamento;0;via Monte Palombino 4;Mensile;D.Lgs 81/08;TBD;TBD;REALE
XX;MECCANICI;Distribuzione impianti idronici e sottocentrali;109 m2;via Monte Palombino 4;Annuale;Norme Tecniche;TBD;TBD;REALE
XX;MECCANICI;Ventilconvettori;0;via Monte Palombino 4;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Condizionatori tipo split/VRV/carrellabili;0;via Monte Palombino 4;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Canali di distribuzione; ripresa; serrande;0;Annuale;TBD;TBD;REALE
XX;MECCANICI;Distribuzione idrico sanitaria;109 m2;via Monte Palombino 4;Annuale;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Centrali idriche (Vasche);0;via Monte Palombino 4;Mensile;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Prove della legionella della rete idrico-sanitaria;2;via Monte Palombino 4;Annuale;Linee Guida;TBD;TBD;REALE
XX;EDILE;Cancelli e sbarre motorizzati;0;via Monte Palombino 4;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;EDILE;Porte automatiche e portoni sezionali;0;via Monte Palombino 4;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;ANTINCENDIO;Estintori;7;via Quarenghi 21;Semestrale;UNI 9994-1;TBD;TBD;REALE
XX;ANTINCENDIO;Porte Tagliafuoco / REI;8;via Quarenghi 21;Semestrale;DM 10/03/98;TBD;TBD;REALE
XX;ANTINCENDIO;Idranti / Naspi;0;via Quarenghi 21;Semestrale;UNI 10779;TBD;TBD;REALE
XX;ANTINCENDIO;Rilevazione Fumi;641 m2;via Quarenghi 21;Semestrale;UNI 11224;TBD;TBD;REALE
XX;ANTINCENDIO;Illum. Emergenza;641 m2;via Quarenghi 21;Semestrale;UNI EN 1838;TBD;TBD;REALE
XX;ANTINCENDIO;Centrale Pressurizzazione;0;via Quarenghi 21;Settimanale / Mensile;UNI EN 12845;TBD;TBD;REALE
XX;ELETTRICI;Quadri e Distribuzione;641 m2;via Quarenghi 21;Annuale;CEI 64-8;TBD;TBD;REALE
XX;ELETTRICI;Locali Uso Medico (G1/G2);4;via Quarenghi 21;Annuale/Semestrale;CEI 64-8/7-710;TBD;TBD;REALE
XX;ELETTRICI;Impianto Terra / Scariche;641 m2;via Quarenghi 21;Biennale;DPR 462/01;TBD;TBD;REALE
XX;ELETTRICI;Rifasatori;0;via Quarenghi 21;Semestrale;Norme CEI;TBD;TBD;REALE
XX;ELEVATORI;Elevatori (1-5 piani);0;via Quarenghi 21;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Elevatori (6-10 piani);0;via Quarenghi 21;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Servoscala;0;via Quarenghi 21;Semestrale;DPR 162/99;TBD;TBD;REALE
XX;MECCANICI;Caldaie (36-350 kW);0;via Quarenghi 21;Mensile/Trimestrale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Caldaie (>350 kW);0;via Quarenghi 21;Settimanale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Gruppi Frigo / Chiller;0;via Quarenghi 21;Mensile / Trimestrale;Reg. (UE) 517;TBD;TBD;REALE
XX;MECCANICI;UTA (Trattamento Aria);0;via Quarenghi 21;Trimestrale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Addolcitori;0;via Quarenghi 21;Settimanale/Mensile;DM 25/12;TBD;TBD;REALE
XX;MECCANICI;Produttori Biossido Cloro;0;via Quarenghi 21;Settimanale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Pompe Sollevamento;0;via Quarenghi 21;Mensile;D.Lgs 81/08;TBD;TBD;REALE
XX;MECCANICI;Distribuzione impianti idronici e sottocentrali;641 m2;via Quarenghi 21;Annuale;Norme Tecniche;TBD;TBD;REALE
XX;MECCANICI;Ventilconvettori;0;via Quarenghi 21;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Condizionatori tipo split/VRV/carrellabili;0;via Quarenghi 21;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Canali di distribuzione; ripresa; serrande;0;Annuale;TBD;TBD;REALE
XX;MECCANICI;Distribuzione idrico sanitaria;641 m2;via Quarenghi 21;Annuale;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Centrali idriche (Vasche);0;via Quarenghi 21;Mensile;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Prove della legionella della rete idrico-sanitaria;2;via Quarenghi 21;Annuale;Linee Guida;TBD;TBD;REALE
XX;EDILE;Cancelli e sbarre motorizzati;0;via Quarenghi 21;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;EDILE;Porte automatiche e portoni sezionali;0;via Quarenghi 21;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;ANTINCENDIO;Estintori;0;via Aldini 72;Semestrale;UNI 9994-1;TBD;TBD;REALE
XX;ANTINCENDIO;Porte Tagliafuoco / REI;0;via Aldini 72;Semestrale;DM 10/03/98;TBD;TBD;REALE
XX;ANTINCENDIO;Idranti / Naspi;0;via Aldini 72;Semestrale;UNI 10779;TBD;TBD;REALE
XX;ANTINCENDIO;Rilevazione Fumi;5508 m2;via Aldini 72;Semestrale;UNI 11224;TBD;TBD;REALE
XX;ANTINCENDIO;Illum. Emergenza;5508 m2;via Aldini 72;Semestrale;UNI EN 1838;TBD;TBD;REALE
XX;ANTINCENDIO;Centrale Pressurizzazione;0;via Aldini 72;Settimanale / Mensile;UNI EN 12845;TBD;TBD;REALE
XX;ELETTRICI;Quadri e Distribuzione;5508 m2;via Aldini 72;Annuale;CEI 64-8;TBD;TBD;REALE
XX;ELETTRICI;Locali Uso Medico (G1/G2);0;via Aldini 72;Annuale/Semestrale;CEI 64-8/7-710;TBD;TBD;REALE
XX;ELETTRICI;Impianto Terra / Scariche;5508 m2;via Aldini 72;Biennale;DPR 462/01;TBD;TBD;REALE
XX;ELETTRICI;Rifasatori;0;via Aldini 72;Semestrale;Norme CEI;TBD;TBD;REALE
XX;ELEVATORI;Elevatori (1-5 piani);0;via Aldini 72;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Elevatori (6-10 piani);0;via Aldini 72;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Servoscala;0;via Aldini 72;Semestrale;DPR 162/99;TBD;TBD;REALE
XX;MECCANICI;Caldaie (36-350 kW);0;via Aldini 72;Mensile/Trimestrale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Caldaie (>350 kW);0;via Aldini 72;Settimanale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Gruppi Frigo / Chiller;0;via Aldini 72;Mensile / Trimestrale;Reg. (UE) 517;TBD;TBD;REALE
XX;MECCANICI;UTA (Trattamento Aria);0;via Aldini 72;Trimestrale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Addolcitori;0;via Aldini 72;Settimanale/Mensile;DM 25/12;TBD;TBD;REALE
XX;MECCANICI;Produttori Biossido Cloro;0;via Aldini 72;Settimanale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Pompe Sollevamento;0;via Aldini 72;Mensile;D.Lgs 81/08;TBD;TBD;REALE
XX;MECCANICI;Distribuzione impianti idronici e sottocentrali;5508 m2;via Aldini 72;Annuale;Norme Tecniche;TBD;TBD;REALE
XX;MECCANICI;Ventilconvettori;0;via Aldini 72;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Condizionatori tipo split/VRV/carrellabili;0;via Aldini 72;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Canali di distribuzione; ripresa; serrande;0;Annuale;TBD;TBD;REALE
XX;MECCANICI;Distribuzione idrico sanitaria;5508 m2;via Aldini 72;Annuale;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Centrali idriche (Vasche);0;via Aldini 72;Mensile;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Prove della legionella della rete idrico-sanitaria;2;via Aldini 72;Annuale;Linee Guida;TBD;TBD;REALE
XX;EDILE;Cancelli e sbarre motorizzati;0;via Aldini 72;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;EDILE;Porte automatiche e portoni sezionali;0;via Aldini 72;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;ANTINCENDIO;Estintori;4;via Perini 22;Semestrale;UNI 9994-1;TBD;TBD;REALE
XX;ANTINCENDIO;Porte Tagliafuoco / REI;0;via Perini 22;Semestrale;DM 10/03/98;TBD;TBD;REALE
XX;ANTINCENDIO;Idranti / Naspi;0;via Perini 22;Semestrale;UNI 10779;TBD;TBD;REALE
XX;ANTINCENDIO;Rilevazione Fumi;184 m2;via Perini 22;Semestrale;UNI 11224;TBD;TBD;REALE
XX;ANTINCENDIO;Illum. Emergenza;184 m2;via Perini 22;Semestrale;UNI EN 1838;TBD;TBD;REALE
XX;ANTINCENDIO;Centrale Pressurizzazione;0;via Perini 22;Settimanale / Mensile;UNI EN 12845;TBD;TBD;REALE
XX;ELETTRICI;Quadri e Distribuzione;184 m2;via Perini 22;Annuale;CEI 64-8;TBD;TBD;REALE
XX;ELETTRICI;Locali Uso Medico (G1/G2);0;via Perini 22;Annuale/Semestrale;CEI 64-8/7-710;TBD;TBD;REALE
XX;ELETTRICI;Impianto Terra / Scariche;184 m2;via Perini 22;Biennale;DPR 462/01;TBD;TBD;REALE
XX;ELETTRICI;Rifasatori;0;via Perini 22;Semestrale;Norme CEI;TBD;TBD;REALE
XX;ELEVATORI;Elevatori (1-5 piani);0;via Perini 22;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Elevatori (6-10 piani);0;via Perini 22;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Servoscala;0;via Perini 22;Semestrale;DPR 162/99;TBD;TBD;REALE
XX;MECCANICI;Caldaie (36-350 kW);0;via Perini 22;Mensile/Trimestrale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Caldaie (>350 kW);0;via Perini 22;Settimanale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Gruppi Frigo / Chiller;0;via Perini 22;Mensile / Trimestrale;Reg. (UE) 517;TBD;TBD;REALE
XX;MECCANICI;UTA (Trattamento Aria);0;via Perini 22;Trimestrale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Addolcitori;0;via Perini 22;Settimanale/Mensile;DM 25/12;TBD;TBD;REALE
XX;MECCANICI;Produttori Biossido Cloro;0;via Perini 22;Settimanale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Pompe Sollevamento;0;via Perini 22;Mensile;D.Lgs 81/08;TBD;TBD;REALE
XX;MECCANICI;Distribuzione impianti idronici e sottocentrali;184 m2;via Perini 22;Annuale;Norme Tecniche;TBD;TBD;REALE
XX;MECCANICI;Ventilconvettori;0;via Perini 22;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Condizionatori tipo split/VRV/carrellabili;0;via Perini 22;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Canali di distribuzione; ripresa; serrande;0;Annuale;TBD;TBD;REALE
XX;MECCANICI;Distribuzione idrico sanitaria;184 m2;via Perini 22;Annuale;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Centrali idriche (Vasche);0;via Perini 22;Mensile;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Prove della legionella della rete idrico-sanitaria;2;via Perini 22;Annuale;Linee Guida;TBD;TBD;REALE
XX;EDILE;Cancelli e sbarre motorizzati;0;via Perini 22;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;EDILE;Porte automatiche e portoni sezionali;0;via Perini 22;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;ANTINCENDIO;Estintori;0;via Cilea 146A;Semestrale;UNI 9994-1;TBD;TBD;REALE
XX;ANTINCENDIO;Porte Tagliafuoco / REI;6;via Cilea 146A;Semestrale;DM 10/03/98;TBD;TBD;REALE
XX;ANTINCENDIO;Idranti / Naspi;0;via Cilea 146A;Semestrale;UNI 10779;TBD;TBD;REALE
XX;ANTINCENDIO;Rilevazione Fumi;405 m2;via Cilea 146A;Semestrale;UNI 11224;TBD;TBD;REALE
XX;ANTINCENDIO;Illum. Emergenza;405 m2;via Cilea 146A;Semestrale;UNI EN 1838;TBD;TBD;REALE
XX;ANTINCENDIO;Centrale Pressurizzazione;0;via Cilea 146A;Settimanale / Mensile;UNI EN 12845;TBD;TBD;REALE
XX;ELETTRICI;Quadri e Distribuzione;405 m2;via Cilea 146A;Annuale;CEI 64-8;TBD;TBD;REALE
XX;ELETTRICI;Locali Uso Medico (G1/G2);0;via Cilea 146A;Annuale/Semestrale;CEI 64-8/7-710;TBD;TBD;REALE
XX;ELETTRICI;Impianto Terra / Scariche;405 m2;via Cilea 146A;Biennale;DPR 462/01;TBD;TBD;REALE
XX;ELETTRICI;Rifasatori;0;via Cilea 146A;Semestrale;Norme CEI;TBD;TBD;REALE
XX;ELEVATORI;Elevatori (1-5 piani);1;via Cilea 146A;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Elevatori (6-10 piani);0;via Cilea 146A;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Servoscala;0;via Cilea 146A;Semestrale;DPR 162/99;TBD;TBD;REALE
XX;MECCANICI;Caldaie (36-350 kW);0;via Cilea 146A;Mensile/Trimestrale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Caldaie (>350 kW);0;via Cilea 146A;Settimanale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Gruppi Frigo / Chiller;0;via Cilea 146A;Mensile / Trimestrale;Reg. (UE) 517;TBD;TBD;REALE
XX;MECCANICI;UTA (Trattamento Aria);0;via Cilea 146A;Trimestrale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Addolcitori;0;via Cilea 146A;Settimanale/Mensile;DM 25/12;TBD;TBD;REALE
XX;MECCANICI;Produttori Biossido Cloro;0;via Cilea 146A;Settimanale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Pompe Sollevamento;0;via Cilea 146A;Mensile;D.Lgs 81/08;TBD;TBD;REALE
XX;MECCANICI;Distribuzione impianti idronici e sottocentrali;405 m2;via Cilea 146A;Annuale;Norme Tecniche;TBD;TBD;REALE
XX;MECCANICI;Ventilconvettori;0;via Cilea 146A;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Condizionatori tipo split/VRV/carrellabili;0;via Cilea 146A;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Canali di distribuzione; ripresa; serrande;0;Annuale;TBD;TBD;REALE
XX;MECCANICI;Distribuzione idrico sanitaria;405 m2;via Cilea 146A;Annuale;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Centrali idriche (Vasche);0;via Cilea 146A;Mensile;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Prove della legionella della rete idrico-sanitaria;2;via Cilea 146A;Annuale;Linee Guida;TBD;TBD;REALE
XX;EDILE;Cancelli e sbarre motorizzati;0;via Cilea 146A;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;EDILE;Porte automatiche e portoni sezionali;0;via Cilea 146A;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;ANTINCENDIO;Estintori;0;via R. Sanzio 9;Semestrale;UNI 9994-1;TBD;TBD;REALE
XX;ANTINCENDIO;Porte Tagliafuoco / REI;1;via R. Sanzio 9;Semestrale;DM 10/03/98;TBD;TBD;REALE
XX;ANTINCENDIO;Idranti / Naspi;1;via R. Sanzio 9;Semestrale;UNI 10779;TBD;TBD;REALE
XX;ANTINCENDIO;Rilevazione Fumi;303 m2;via R. Sanzio 9;Semestrale;UNI 11224;TBD;TBD;REALE
XX;ANTINCENDIO;Illum. Emergenza;303 m2;via R. Sanzio 9;Semestrale;UNI EN 1838;TBD;TBD;REALE
XX;ANTINCENDIO;Centrale Pressurizzazione;0;via R. Sanzio 9;Settimanale / Mensile;UNI EN 12845;TBD;TBD;REALE
XX;ELETTRICI;Quadri e Distribuzione;303 m2;via R. Sanzio 9;Annuale;CEI 64-8;TBD;TBD;REALE
XX;ELETTRICI;Locali Uso Medico (G1/G2);0;via R. Sanzio 9;Annuale/Semestrale;CEI 64-8/7-710;TBD;TBD;REALE
XX;ELETTRICI;Impianto Terra / Scariche;303 m2;via R. Sanzio 9;Biennale;DPR 462/01;TBD;TBD;REALE
XX;ELETTRICI;Rifasatori;0;via R. Sanzio 9;Semestrale;Norme CEI;TBD;TBD;REALE
XX;ELEVATORI;Elevatori (1-5 piani);0;via R. Sanzio 9;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Elevatori (6-10 piani);0;via R. Sanzio 9;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Servoscala;0;via R. Sanzio 9;Semestrale;DPR 162/99;TBD;TBD;REALE
XX;MECCANICI;Caldaie (36-350 kW);0;via R. Sanzio 9;Mensile/Trimestrale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Caldaie (>350 kW);0;via R. Sanzio 9;Settimanale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Gruppi Frigo / Chiller;0;via R. Sanzio 9;Mensile / Trimestrale;Reg. (UE) 517;TBD;TBD;REALE
XX;MECCANICI;UTA (Trattamento Aria);0;via R. Sanzio 9;Trimestrale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Addolcitori;0;via R. Sanzio 9;Settimanale/Mensile;DM 25/12;TBD;TBD;REALE
XX;MECCANICI;Produttori Biossido Cloro;0;via R. Sanzio 9;Settimanale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Pompe Sollevamento;0;via R. Sanzio 9;Mensile;D.Lgs 81/08;TBD;TBD;REALE
XX;MECCANICI;Distribuzione impianti idronici e sottocentrali;303 m2;via R. Sanzio 9;Annuale;Norme Tecniche;TBD;TBD;REALE
XX;MECCANICI;Ventilconvettori;0;via R. Sanzio 9;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Condizionatori tipo split/VRV/carrellabili;0;via R. Sanzio 9;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Canali di distribuzione; ripresa; serrande;0;Annuale;TBD;TBD;REALE
XX;MECCANICI;Distribuzione idrico sanitaria;303 m2;via R. Sanzio 9;Annuale;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Centrali idriche (Vasche);0;via R. Sanzio 9;Mensile;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Prove della legionella della rete idrico-sanitaria;2;via R. Sanzio 9;Annuale;Linee Guida;TBD;TBD;REALE
XX;EDILE;Cancelli e sbarre motorizzati;0;via R. Sanzio 9;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;EDILE;Porte automatiche e portoni sezionali;0;via R. Sanzio 9;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
